Depth,XRF/Hardness Sample #,Sample Location Quality,LWIR 1,LWIR 2,LWIR 3,LWIR 4,LWIR 5,LWIR 6,LWIR 7,LWIR 8,LWIR 9,LWIR 10,LWIR 11,LWIR 12,LWIR 13,LWIR 14,LWIR 15,LWIR 16,LWIR 17,LWIR 18,LWIR 19,LWIR 20,SWIR 1,SWIR 3,SWIR 4,SWIR 5,SWIR 6,SWIR 7,SWIR 8,SWIR 9,SWIR 10,SWIR 11,SWIR 12,SWIR 13,SWIR 14,SWIR 15,SWIR 16,SWIR 17,SWIR 18,SWIR 20,HLD,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ba,Pb,Th,U
5.091985,29,GOOD,0,0,0,0,22.22222222,77.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,66.66666667,22.22222222,0,0,0,0,0,831,0.6028,1.9759,3.1041,23.8214,0.0513,0.3375,0,2.204,4.7527,0.2309,0.0053,0.0035,0.2669,1.4632,0.0003,0.0009,0.0006,0.0041,0.001,0.0004,0.0003,0.0069,0.0052,0.0024,0.0241,0.0008,0.0011,0.0163,0.001,0,0
5.191136,30,GOOD,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,787,0,3.0761,3.7203,34.2746,0.095,0.4096,0,2.4717,7.0713,0.2509,0.0024,0.0015,0.4562,1.5361,0.0008,0.0012,0.0008,0.0031,0.0006,0.0003,0,0.0056,0.0058,0.0022,0.0276,0.0006,0.0013,0.0281,0.0008,0.0005,0
5.388347,32,GOOD,44.44444444,0,0,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,826,0,2.6096,4.4394,30.5786,0.0866,0.563,0,2.9229,5.2006,0.2859,0.004,0.0044,0.329,1.8028,0.0008,0.0019,0.0017,0.0049,0.0013,0.0006,0,0.0084,0.0056,0.0026,0.0229,0.0009,0.0013,0.0238,0.0008,0,0
5.477692,33,GOOD,0,0,0,77.77777778,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.77777778,11.11111111,0,0,11.11111111,0,0,801,0.1757,2.248,4.8208,30.0766,0.086,0.7079,0,3.2068,4.0119,0.3106,0.0079,0.0034,0.2473,2.0352,0.0009,0.0021,0.0015,0.0051,0.0013,0.0004,0,0.0096,0.005,0.0028,0.0234,0.0009,0.0011,0.0292,0,0.0009,0.0006
5.575753,34,GOOD,77.77777778,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,847,0,2.6029,4.1674,30.6274,0.0808,0.4316,0,2.7769,5.5317,0.2724,0.0043,0.003,0.3499,1.6422,0.0006,0.0016,0.001,0.0041,0.0009,0.0004,0,0.0075,0.0056,0.0026,0.0219,0.001,0.0011,0.0251,0.0006,0.0004,0.0011
5.702142,35,GOOD,44.44444444,0,0,11.11111111,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,0,33.33333333,22.22222222,0,734,0.2791,2.335,4.5103,29.4775,0.1014,0.1752,0,3.0626,4.4093,0.3039,0.0065,0.0013,0.2745,1.8077,0.0007,0.0015,0.0007,0.0051,0.0008,0.0003,0.0003,0.0091,0.0052,0.0025,0.027,0.0011,0.0011,0.0232,0.0012,0.0004,0.0006
5.803472,36,GOOD,88.88888889,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.88888889,11.11111111,0,0,0,0,0,808,0,2.5533,4.1008,30.5908,0.1028,0.2997,0,2.7549,5.6031,0.2701,0.0061,0.0018,0.3561,1.4665,0.0006,0.0012,0.0005,0.0051,0.0009,0.0003,0,0.0074,0.0055,0.0025,0.022,0.0009,0.001,0.0189,0,0,0
5.896085,37,GOOD,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,797,0,2.17,2.702,24.9057,0.0625,0.3388,0,2.0391,4.9265,0.192,0.0049,0.0013,0.308,1.4218,0.0003,0.0015,0.0012,0.0036,0.0007,0.0006,0,0.0068,0.0054,0.0023,0.0229,0.0008,0.001,0.0152,0.0008,0.0008,0.0008
5.994146,38,GOOD,0,0,0,0,0,0,0,33.33333333,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,840,0.184,2.4635,4.5508,29.3678,0.082,0.5292,0,3.0928,4.6078,0.2667,0.0059,0,0.28,1.8472,0.0007,0.002,0.001,0.0053,0.0013,0.0004,0,0.0094,0.0056,0.0027,0.022,0.0011,0.0009,0.0307,0,0,0
6.090028,39,GOOD,77.77777778,0,0,11.11111111,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,848,0,2.6674,3.9012,32.7898,0.0923,0.3948,0,2.6071,6.1737,0.2265,0.0023,0.0022,0.3892,1.5097,0.0006,0.0015,0.0006,0.0039,0.0011,0,0,0.0066,0.0055,0.0022,0.0211,0.0006,0.0011,0.0202,0.0011,0.0006,0.0004
6.201163,40,GOOD,55.55555556,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,0,823,0,3.0272,2.8205,31.1251,0.0789,0.2933,0,1.9276,7.9886,0.185,0.0032,0.002,0.5565,1.4579,0.0006,0.0011,0.0015,0.0041,0.0006,0.0003,0,0.0047,0.0056,0.0022,0.0226,0.0004,0.0014,0.0113,0,0,0
6.302493,41,GOOD,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,839,0,3.2187,2.8618,30.683,0.0712,0.3073,0,1.9225,7.9218,0.1874,0.002,0,0.5533,1.4952,0.0006,0.0012,0,0.0043,0.0005,0.0003,0,0.005,0.0061,0.002,0.0257,0.0005,0.0014,0.0183,0,0,0
6.401644,42,GOOD,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,77.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,856,0,2.7775,3.2474,34.1108,0.0753,0.2845,0,2.2107,6.5062,0.2129,0.004,0.0014,0.4265,1.347,0.0006,0.0007,0,0.0069,0.0008,0.0002,0,0.0054,0.0055,0.0021,0.0232,0.0006,0.0009,0.0225,0,0.0004,0
6.498615,43,GOOD,0,0,0,0,0,0,0,33.33333333,0,0,0,55.55555556,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,777,0.0608,2.1178,4.6707,31.0327,0.0792,0.5502,0,3.1981,4.0645,0.2827,0.0071,0.0037,0.2252,1.7613,0.0007,0.0018,0.0017,0.0052,0.0014,0.0004,0.0002,0.01,0.0055,0.0029,0.0249,0.0012,0.0011,0.0216,0,0,0.0012
6.594497,44,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,88.88888889,0,0,11.11111111,0,0,0,793,0,2.4344,3.7055,34.7993,0.0962,0.4264,0,2.5521,5.8612,0.2269,0.0041,0.0026,0.355,1.4717,0.0007,0.0014,0.0004,0.0029,0.001,0.0005,0,0.006,0.0053,0.0023,0.0252,0.0008,0.0013,0.0222,0,0.0005,0.0006
6.692558,45,GOOD,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,839,0,2.42,4.1583,32.2269,0.081,0.4416,0,2.7591,5.2898,0.2603,0.0055,0.003,0.3274,1.5867,0.0007,0.001,0.0004,0.0036,0.001,0.0003,0,0.0076,0.0056,0.0026,0.0204,0.0008,0.0009,0.0185,0.0008,0.0004,0.0006
6.823306,46,GOOD,77.77777778,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,22.22222222,22.22222222,33.33333333,0,0,0,825,0.475,1.8378,2.3429,27.0968,0.0607,0.317,0,1.7768,6.1624,0.1606,0.006,0,0.3081,1.0621,0.0003,0.0008,0.0011,0.0049,0.0005,0.0002,0,0.0047,0.0053,0.002,0.0216,0.0006,0.0012,0.0275,0.0011,0.0004,0.001
6.918098,47,GOOD,22.22222222,0,0,11.11111111,0,0,0,11.11111111,0,0,0,44.44444444,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,827,0,2.7415,3.9015,32.1194,0.0805,0.4036,0,2.7423,6.0076,0.2178,0.0038,0.0039,0.3725,1.487,0.0007,0.0008,0.0005,0.0036,0.0009,0.0003,0,0.0069,0.0055,0.0023,0.019,0.0008,0.0009,0.0195,0.0008,0.0004,0.0008
7.01289,48,GOOD,0,0,0,0,0,0,0,0,0,0,0,33.33333333,22.22222222,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,794,0,2.2334,2.6111,31.7956,0.0769,0.3759,0,1.9094,6.4881,0.1886,0.0034,0.0036,0.3527,1.1596,0.0005,0.0005,0,0.0046,0.0006,0.0004,0,0.0048,0.0055,0.0018,0.0251,0.0005,0.0012,0.0424,0,0.0005,0.0004
7.11422,49,GOOD,22.22222222,0,0,0,0,0,0,22.22222222,0,0,0,55.55555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.66666667,0,22.22222222,11.11111111,0,0,0,792,0,2.3968,2.4833,27.9814,0.0448,0.3536,0,1.7535,7.49,0.1725,0.0021,0,0.4087,1.2191,0.0004,0.0008,0.0004,0.0069,0.0005,0.0001,0,0.0043,0.0054,0.002,0.0225,0.0007,0.0009,0.0239,0.001,0,0.0004
7.211191,50,GOOD,0,0,0,0,0,0,0,0,0,0,0,88.88888889,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,838,0.4536,2.0985,3.3909,29.0668,0.0666,0.5033,0,2.454,4.4694,0.2547,0.0079,0.0023,0.2679,1.5852,0.0006,0.001,0.0006,0.004,0.0012,0.0004,0,0.0079,0.0059,0.0026,0.0249,0.0007,0.0013,0.0234,0.0015,0.0003,0.0006
7.304894,51,GOOD,0,0,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,795,0,2.5382,3.4815,30.4279,0.0864,0.4379,0,2.4779,5.5774,0.2097,0.005,0,0.3384,1.5298,0.0006,0.0012,0.0007,0.0043,0.0008,0.0004,0,0.007,0.0055,0.0023,0.0202,0.0006,0.001,0.0166,0,0.0006,0
7.399686,52,GOOD,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,11.11111111,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,88.88888889,0,0,0,0,0,844,0,2.526,3.3883,32.0403,0.0806,0.2986,0,2.5115,5.9731,0.1819,0.004,0,0.3589,1.3068,0.0006,0.0007,0,0.004,0.001,0.0003,0,0.0059,0.0056,0.0019,0.0165,0.0006,0.0009,0.0256,0,0.0003,0.0007
7.479192,53,GOOD,0,0,0,0,0,0,0,11.11111111,0,0,0,0,11.11111111,0,0,0,77.77777778,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,858,0,2.6303,3.5602,33.7687,0.0806,0.3754,0,2.5312,5.9705,0.2152,0.0048,0,0.3792,1.4298,0.0007,0.0008,0.0011,0.0035,0.0008,0.0004,0,0.0061,0.006,0.0022,0.0231,0.001,0.001,0.0274,0.0008,0.0005,0.0003
7.566286,54,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,44.44444444,0,0,0,0,0,0,787,0,2.4453,3.88,33.7777,0.08,0.4628,0,2.7014,5.0486,0.2612,0.0064,0.0013,0.3011,1.4897,0.0008,0.0007,0.0006,0.0034,0.0009,0.0003,0,0.0069,0.0054,0.0022,0.0238,0.0012,0.0012,0.0232,0.0007,0.0005,0.0009
7.665356,55,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,11.11111111,33.33333333,0,0,0,22.22222222,0,33.33333333,0,0,0,0,849,0,1.9898,3.4505,31.0136,0.068,0.4997,0,2.5158,4.6719,0.23,0.0062,0.0028,0.2456,1.4425,0.0006,0.001,0.0011,0.0035,0.0009,0.0004,0,0.0074,0.0068,0.0023,0.0246,0.0009,0.0013,0.0971,0.0006,0,0.0008
7.75245,56,GOOD,0,0,0,0,0,0,0,0,0,0,0,33.33333333,44.44444444,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,88.88888889,0,0,0,11.11111111,0,0,0,0,0,0,803,0,2.4653,3.7045,33.4496,0.0726,0.4316,0,2.6311,5.4677,0.2391,0.0026,0,0.3406,1.4884,0.0007,0.0013,0.0007,0.003,0.0011,0.0003,0,0.0067,0.0056,0.0022,0.0239,0.0007,0.0014,0.0225,0.0014,0.0008,0.0005
7.846076,57,GOOD,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,88.88888889,0,0,0,0,0,0,0,0,0,0,88.88888889,0,0,0,11.11111111,0,0,0,0,0,0,850,0,2.5205,4.0916,33.2462,0.0861,0.5258,0,2.8496,5.3617,0.2855,0.004,0.0051,0.3099,1.6443,0.0008,0.0012,0.0007,0.0029,0.0011,0.0004,0,0.0073,0.0064,0.0028,0.0278,0.001,0.0014,0.023,0.001,0,0.0007
7.947322,58,GOOD,0,0,0,0,0,0,0,22.22222222,0,0,0,0,55.55555556,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,44.44444444,0,0,0,11.11111111,11.11111111,0,842,0,2.1586,2.7987,30.4703,0.0663,0.2765,0,2.1845,5.1143,0.173,0.0055,0.0015,0.3071,1.1549,0.0004,0.0005,0.0004,0.0028,0.0011,0.0003,0,0.006,0.0053,0.002,0.02,0.0006,0.0007,0.0266,0,0,0.0005
8.05619,59,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,88.88888889,0,0,0,0,0,0,0,0,0,0,77.77777778,0,0,0,22.22222222,0,0,0,0,0,0,850,0,2.8027,2.556,30.5416,0.0557,0.3058,0,1.9568,6.5828,0.1744,0.0033,0,0.43,1.3223,0.0004,0.0012,0.0004,0.0023,0.0007,0,0,0.0049,0.0054,0.002,0.0207,0.0009,0.001,0.02,0,0,0.0006
8.14655,60,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,0,44.44444444,0,0,0,0,0,0,852,0,2.9094,2.7824,31.5338,0.0675,0.3123,0,1.9884,7.2772,0.1972,0.0034,0.0016,0.4678,1.3624,0.0006,0.0007,0.0006,0.0026,0.0007,0.0003,0,0.0052,0.0055,0.0021,0.022,0.0007,0.001,0.0182,0,0,0.0005
8.247796,61,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,842,0,2.7253,2.4329,29.0847,0.0646,0.2898,0,1.8636,7.0186,0.1912,0.0037,0,0.4533,1.3497,0.0004,0.0012,0.0008,0.0028,0.0009,0.0003,0,0.005,0.0056,0.0022,0.0219,0.0006,0.0013,0.011,0,0,0.0006
8.346866,62,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,66.66666667,11.11111111,0,0,0,22.22222222,0,0,0,0,0,0,846,0,2.6295,2.7368,31.6928,0.0673,0.3149,0,1.9961,6.9672,0.2034,0.0035,0.0022,0.4554,1.3981,0.0006,0.0008,0.0013,0.0027,0.0006,0.0002,0,0.005,0.0055,0.0024,0.0227,0.0007,0.0014,0.0196,0.0009,0.0005,0.0007
8.443758,63,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,77.77777778,0,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,22.22222222,0,22.22222222,0,0,0,0,831,0,2.4708,2.6426,33.9444,0.0749,0.3199,0,2.0286,6.4996,0.1884,0.0051,0.0035,0.395,1.2464,0.0005,0.0009,0.0019,0.0032,0.0007,0.0003,0,0.005,0.0056,0.0019,0.0215,0.0007,0.0011,0.0166,0,0.0003,0
8.539561,64,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,0,0,0,88.88888889,0,0,0,0,0,0,0,0,0,11.11111111,11.11111111,0,0,0,33.33333333,0,22.22222222,0,22.22222222,0,0,743,0,1.8798,3.2327,33.6257,0.0691,0.2116,0.0595,2.4402,4.5547,0.2165,0.0047,0,0.2919,1.3497,0.0006,0.001,0.0005,0.0032,0.0009,0.0004,0.0003,0.0064,0.0055,0.0019,0.0215,0.0007,0.0009,0.0233,0.0012,0,0.0005
8.615768,65,GOOD,0,0,0,0,33.33333333,0,0,55.55555556,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,55.55555556,0,805,0,1.9701,4.3908,33.3225,0.0977,0.5902,0,3.013,3.7847,0.3445,0.0055,0.0044,0.2043,1.7288,0.0008,0.0012,0.0015,0.0038,0.0012,0.0004,0,0.0084,0.0055,0.0026,0.0358,0.0011,0.0018,0.0259,0.0013,0.0007,0.0006
8.739877,66,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,77.77777778,0,0,0,0,0,0,0,0,11.11111111,77.77777778,0,0,0,11.11111111,0,0,0,0,0,0,882,0,2.3971,3.2589,35.9401,0.0754,0.3899,0,2.4032,5.3087,0.2076,0.0058,0.0014,0.3191,1.2855,0.0007,0.0004,0.0004,0.0024,0.0008,0.0004,0.0002,0.0058,0.0056,0.002,0.0221,0.0008,0.0014,0.0162,0,0.0004,0.0009
8.832414,67,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,44.44444444,22.22222222,22.22222222,0,0,0,0,0,0,11.11111111,77.77777778,0,0,0,11.11111111,0,0,0,0,0,0,869,0,2.3872,3.5542,36.1189,0.0827,0.4792,0,2.5423,5.1783,0.2491,0.0052,0.0014,0.3139,1.43,0.0008,0.0008,0.0009,0.0024,0.0008,0.0004,0,0.0063,0.0056,0.0025,0.0263,0.0007,0.0014,0.0174,0.0009,0.0005,0
8.930395,68,GOOD,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,22.22222222,66.66666667,0,0,0,0,0,0,0,0,55.55555556,0,0,0,11.11111111,0,0,0,33.33333333,0,0,766,1.0589,2.0991,2.8313,27.7136,0.0745,0.4173,0,2.214,4.3821,0.1961,0.0057,0.0025,0.2602,1.3361,0.0004,0.0009,0.0005,0.0027,0.001,0.0001,0,0.0068,0.0053,0.0023,0.0227,0.0011,0.0011,0.0137,0.0009,0.0005,0.0005
9.033819,69,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,55.55555556,0,0,0,0,0,0,0,11.11111111,77.77777778,0,0,0,11.11111111,0,0,0,0,0,0,852,0,2.2318,4.0932,33.3563,0.085,0.6007,0,2.9178,4.6283,0.2876,0.0038,0.0034,0.2688,1.7057,0.0009,0.001,0.0007,0.0032,0.001,0.0002,0,0.008,0.0055,0.0027,0.0254,0.001,0.0012,0.0231,0.0009,0,0.0005
9.129622,70,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.88888889,0,0,11.11111111,0,0,0,0,0,0,11.11111111,88.88888889,0,0,0,0,0,0,0,0,0,0,855,0,2.924,2.9991,34.1122,0.0699,0.4054,0,2.2406,7.2293,0.198,0.004,0,0.4347,1.3578,0.0007,0.0009,0.0007,0.0021,0.0004,0.0003,0,0.0051,0.006,0.002,0.0213,0.0008,0.0009,0.0498,0,0.0006,0.0006
9.218894,71,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.77777778,0,0,22.22222222,0,0,0,0,0,0,0,44.44444444,0,0,0,44.44444444,0,11.11111111,0,0,0,0,860,0,2.4745,4.8468,33.652,0.106,0.7035,0,3.1175,4.8563,0.3343,0.0045,0.0033,0.2863,1.8932,0.001,0.0015,0.0006,0.0034,0.0014,0.0005,0,0.0085,0.0061,0.0026,0.0253,0.001,0.0011,0.0277,0,0.0004,0.0006
9.340825,72,GOOD,0,0,0,0,0,0,0,0,0,0,0,88.88888889,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,838,0,2.6571,3.0146,32.2559,0.0988,0.4178,0,2.2041,6.7163,0.2102,0.003,0,0.415,1.458,0.0006,0.0008,0,0.0024,0.0008,0.0003,0,0.0057,0.006,0.0021,0.0225,0.0009,0.0014,0.0254,0.0009,0,0.0008
9.434451,73,GOOD,0,0,0,0,0,0,0,0,0,0,0,88.88888889,0,0,0,0,0,0,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,772,0.3409,2.0625,2.8688,29.2147,0.0722,0.4013,0,2.2087,4.8826,0.2011,0.0049,0.0019,0.3001,1.3147,0.0004,0.0008,0.0008,0.0032,0.0009,0.0004,0,0.0064,0.0055,0.0021,0.0232,0.0008,0.001,0.0256,0,0.0008,0
9.518279,74,GOOD,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,66.66666667,0,0,0,0,0,0,830,0,2.7316,3.3274,35.7346,0.0787,0.4054,0,2.3385,6.2035,0.2157,0.0028,0.0022,0.3726,1.3153,0.0007,0.0009,0,0.002,0.0007,0.0002,0,0.0053,0.0055,0.0019,0.0187,0.0007,0.0007,0.0119,0.0012,0,0.0004
9.621703,75,GOOD,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.55555556,0,0,0,44.44444444,0,0,0,0,0,0,821,0.8346,2.2515,4.0816,27.5002,0.0909,0.6318,0,2.8437,4.6414,0.2862,0.0048,0.0048,0.2701,1.7781,0.0006,0.0017,0.001,0.004,0.0014,0.0005,0.0003,0.009,0.0055,0.0029,0.0234,0.0007,0.0012,0.0258,0.001,0.0006,0.0009
9.717507,76,GOOD,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,66.66666667,0,0,0,0,0,0,840,0,1.9781,5.6076,32.4439,0.1062,0.8522,0,3.5927,3.1909,0.3723,0.0068,0.0044,0.1824,1.9761,0.001,0.0018,0.0012,0.0042,0.0015,0.0008,0,0.0106,0.0052,0.0029,0.0287,0.0011,0.0017,0.0297,0.0008,0.0005,0.0011
9.87863,77,GOOD,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,845,0,2.9037,3.1835,34.6124,0.0963,0.3826,0,2.302,6.6363,0.2127,0.0032,0.0032,0.4066,1.3412,0.0006,0.0013,0.0005,0.0019,0.0009,0.0003,0.0002,0.0054,0.0056,0.002,0.0277,0.0006,0.0014,0.0172,0.0008,0.0003,0.0003
9.987998,78,GOOD,33.33333333,0,0,0,0,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.88888889,0,0,0,11.11111111,0,0,0,0,0,0,844,0,3.1112,2.6622,32.2832,0.0758,0.354,0,1.8367,7.7188,0.1979,0.0023,0.0015,0.4923,1.3665,0.0006,0.0007,0,0.0019,0.0003,0.0002,0,0.0043,0.0063,0.0021,0.0237,0.0005,0.0012,0.0672,0,0,0.0003
10.084693,79,GOOD,0,0,0,0,0,0,0,0,0,0,22.22222222,0,77.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.77777778,0,0,0,22.22222222,0,0,0,0,0,0,575,0,2.7044,3.2575,33.9574,0.0735,0.4535,0,2.2864,6.269,0.2331,0.0044,0.0045,0.3848,1.4652,0.0007,0.001,0.0004,0.0024,0.0008,0.0004,0,0.0058,0.0061,0.0022,0.0247,0.0007,0.0014,0.0496,0.0007,0,0.0008
10.171406,80,GOOD,0,0,0,0,0,0,0,0,0,0,77.77777778,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,77.77777778,0,0,0,0,0,0,834,0,2.7614,4.0514,35.6628,0.0871,0.496,0,2.7285,5.9087,0.2476,0.008,0.0032,0.3513,1.5968,0.0008,0.0011,0.0006,0.0028,0.0009,0.0003,0,0.0065,0.0058,0.0022,0.0192,0.0006,0.0011,0.0249,0,0.0009,0.001
10.253128,81,GOOD,0,0,0,0,0,0,0,0,0,0,88.88888889,0,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,809,0,2.7531,4.0387,32.8246,0.0965,0.4622,0,2.8489,6.0552,0.2248,0.0033,0.0035,0.3608,1.5473,0.0007,0.0012,0.0008,0.0029,0.0009,0.0004,0,0.0068,0.0056,0.0022,0.0177,0.0007,0.0011,0.0185,0.0014,0,0
10.352942,82,GOOD,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.77777778,0,0,0,22.22222222,0,0,0,0,0,0,811,0,2.9492,3.5178,33.7943,0.0877,0.4321,0,2.5097,6.463,0.2101,0.003,0.0017,0.403,1.4469,0.0007,0.0008,0.0004,0.0025,0.0009,0.0003,0.0002,0.0054,0.0058,0.0022,0.0234,0.0007,0.0011,0.0156,0,0.0005,0.0004
10.444022,83,GOOD,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,55.55555556,0,0,0,0,0,0,842,0,2.7459,3.8915,33.1913,0.0977,0.5266,0,2.7056,6.001,0.2389,0.0051,0.0019,0.3583,1.5927,0.0008,0.0013,0.001,0.0026,0.0011,0.0004,0,0.0067,0.0056,0.0022,0.0228,0.0005,0.0014,0.0207,0.0022,0.0005,0.0006
11.319792,91,GOOD,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,829,0.2995,2.8468,1.9093,24.4511,0.0718,0.3475,0,1.6651,7.6058,0.174,0.0058,0,0.5186,1.3063,0.0003,0.001,0.0003,0.0023,0.0007,0.0002,0,0.0045,0.0055,0.0018,0.0309,0.0006,0.0015,0.0127,0.0011,0.0005,0.0004
